date,mandi_id,commodity,price,arrivals,arrivals_log,is_missing,is_unstable,is_valid_training,split
2023-01-02,anekal_apmc,garlic,8181.43,76.55,4.350922889622548,0,0,1,train
2023-01-03,anekal_apmc,garlic,9250.26,61.44,4.134206095647231,0,0,1,train
2023-01-04,anekal_apmc,garlic,8679.94,63.5,4.1666652238017265,0,0,1,train
2023-01-05,anekal_apmc,garlic,9357.43,62.59,4.152456225279317,0,0,1,train
2023-01-06,anekal_apmc,garlic,8709.77,68.39,4.239742764911457,0,0,1,train
2023-01-07,anekal_apmc,garlic,10115.81,58.6,4.087655574071304,0,0,1,train
2023-01-08,anekal_apmc,garlic,9042.8,69.47,4.255187087338931,0,0,1,train
2023-01-09,anekal_apmc,garlic,9455.88,56.12,4.0451543180313285,0,0,1,train
2023-01-10,anekal_apmc,garlic,9281.15,64.68,4.184794465144173,0,0,1,train
2023-01-11,anekal_apmc,garlic,9744.14,64.4,4.180522258463153,0,0,1,train
2023-01-12,anekal_apmc,garlic,8879.24,69.0,4.248495242049359,0,0,1,train
2023-01-13,anekal_apmc,garlic,9178.49,66.77,4.216119619148022,0,0,1,train
2023-01-14,anekal_apmc,garlic,9463.36,60.95,4.126327608075152,0,0,1,train
2023-01-15,anekal_apmc,garlic,8666.77,64.17,4.176999240344289,0,0,1,train
2023-01-16,anekal_apmc,garlic,9252.5,61.49,4.135006543940991,0,0,1,train
2023-01-17,anekal_apmc,garlic,9557.01,53.88,4.00514898341763,0,0,1,train
2023-01-18,anekal_apmc,garlic,8992.99,50.75,3.9464244321454784,0,0,1,train
2023-01-19,anekal_apmc,garlic,9312.77,66.82,4.2168571366974925,0,0,1,train
2023-01-20,anekal_apmc,garlic,9197.47,56.79,4.056815750329687,0,0,1,train
2023-01-21,anekal_apmc,garlic,8856.64,62.37,4.148990563335426,0,0,1,train
2023-01-22,anekal_apmc,garlic,9273.1,69.89,4.261129379866926,0,0,1,train
2023-01-23,anekal_apmc,garlic,9929.71,60.11,4.1126755189068245,0,0,1,train
2023-01-24,anekal_apmc,garlic,9576.08,69.03,4.248923721667427,0,0,1,train
2023-01-25,anekal_apmc,garlic,9221.86,58.9,4.092676505121403,0,0,1,train
2023-01-26,anekal_apmc,garlic,9709.34,60.69,4.122121843221548,0,0,1,train
2023-01-27,anekal_apmc,garlic,9564.19,60.2,4.11414718951828,0,0,1,train
2023-01-28,anekal_apmc,garlic,9067.7,61.42,4.133885736842633,0,0,1,train
2023-01-29,anekal_apmc,garlic,8378.98,70.42,4.268577942166303,0,0,1,train
2023-01-30,anekal_apmc,garlic,9097.16,59.73,4.106437809909484,0,0,1,train
2023-01-31,anekal_apmc,garlic,9264.71,67.98,4.233816607508695,0,0,1,train
2023-02-01,anekal_apmc,garlic,10496.62,51.8,3.966511190712216,0,0,1,train
2023-02-02,anekal_apmc,garlic,9089.03,65.78,4.201403634515509,0,0,1,train
2023-02-03,anekal_apmc,garlic,10221.29,49.96,3.931041011263908,0,0,1,train
2023-02-04,anekal_apmc,garlic,10255.25,59.86,4.108576144468825,0,0,1,train
2023-02-05,anekal_apmc,garlic,10094.98,61.62,4.1370847158982595,0,0,1,train
2023-02-06,anekal_apmc,garlic,10326.24,60.83,4.124388683570477,0,0,1,train
2023-02-07,anekal_apmc,garlic,10245.64,57.55,4.069881090043726,0,0,1,train
2023-02-08,anekal_apmc,garlic,9318.79,65.78,4.201403634515509,0,0,1,train
2023-02-09,anekal_apmc,garlic,9331.99,68.13,4.235988789957173,0,0,1,train
2023-02-10,anekal_apmc,garlic,10882.56,60.41,4.1175726883413075,0,0,1,train
2023-02-11,anekal_apmc,garlic,9689.08,59.58,4.103964805599091,0,0,1,train
2023-02-12,anekal_apmc,garlic,10452.4,57.55,4.069881090043726,0,0,1,train
2023-02-13,anekal_apmc,garlic,9756.68,64.07,4.175463613506893,0,0,1,train
2023-02-14,anekal_apmc,garlic,10462.86,60.29,4.11561669749764,0,0,1,train
2023-02-15,anekal_apmc,garlic,10436.02,65.17,4.192227188023968,0,0,1,train
2023-02-16,anekal_apmc,garlic,10257.76,56.18,4.046204186894165,0,0,1,train
2023-02-17,anekal_apmc,garlic,9603.46,56.3,4.048300623720694,0,0,1,train
2023-02-18,anekal_apmc,garlic,9561.68,72.87,4.302306791540646,0,0,1,train
2023-02-19,anekal_apmc,garlic,10106.49,56.98,4.06009812349351,0,0,1,train
2023-02-20,anekal_apmc,garlic,9915.62,65.24,4.193284510077004,0,0,1,train
2023-02-21,anekal_apmc,garlic,9990.9,56.55,4.0526541351678915,0,0,1,train
2023-02-22,anekal_apmc,garlic,10235.77,60.6,4.120661870539474,0,0,1,train
2023-02-23,anekal_apmc,garlic,9802.44,52.45,3.9787466374710543,0,0,1,train
2023-02-24,anekal_apmc,garlic,10096.62,57.17,4.06336975792267,0,0,1,train
2023-02-25,anekal_apmc,garlic,10767.76,63.11,4.160600357999166,0,0,1,train
2023-02-26,anekal_apmc,garlic,10261.58,58.01,4.077706921069077,0,0,1,train
2023-02-27,anekal_apmc,garlic,10779.72,52.68,3.9830404926634264,0,0,1,train
2023-02-28,anekal_apmc,garlic,10732.76,56.64,4.054216771131322,0,0,1,train
2023-03-01,anekal_apmc,garlic,9916.31,59.62,4.104624871629657,0,0,1,train
2023-03-02,anekal_apmc,garlic,10309.24,56.94,4.059407992341204,0,0,1,train
2023-03-03,anekal_apmc,garlic,10042.71,60.93,4.1260047149499695,0,0,1,train
2023-03-04,anekal_apmc,garlic,10620.63,60.43,4.117898315175836,0,0,1,train
2023-03-05,anekal_apmc,garlic,,,0.0,1,0,0,train
2023-03-06,anekal_apmc,garlic,10519.25,54.61,4.018363041199472,0,0,1,train
2023-03-07,anekal_apmc,garlic,11157.86,47.4,3.879499813722586,0,0,1,train
2023-03-08,anekal_apmc,garlic,,,0.0,1,0,0,train
2023-03-09,anekal_apmc,garlic,10208.65,62.49,4.150882413182359,0,0,1,train
2023-03-10,anekal_apmc,garlic,,,0.0,1,0,0,train
2023-03-11,anekal_apmc,garlic,10659.51,55.32,4.0310497118497866,0,0,1,train
2023-03-12,anekal_apmc,garlic,10493.05,60.11,4.1126755189068245,0,0,1,train
2023-03-13,anekal_apmc,garlic,10410.37,52.62,3.981922132807813,0,0,1,train
2023-03-14,anekal_apmc,garlic,10901.32,46.22,3.8548175316573667,0,0,1,train
2023-03-15,anekal_apmc,garlic,10306.74,52.88,3.986759351542163,0,0,1,train
2023-03-16,anekal_apmc,garlic,9839.04,60.88,4.125197025704866,0,0,1,train
2023-03-17,anekal_apmc,garlic,10297.58,62.2,4.146304301152812,0,0,1,train
2023-03-18,anekal_apmc,garlic,10941.27,54.38,4.014218517742816,0,0,1,train
2023-03-19,anekal_apmc,garlic,10147.18,57.65,4.0715875750994845,0,0,1,train
2023-03-20,anekal_apmc,garlic,10611.45,58.29,4.0824406577192764,0,0,1,train
2023-03-21,anekal_apmc,garlic,10705.54,50.74,3.946231176757883,0,0,1,train
2023-03-22,anekal_apmc,garlic,9985.87,58.09,4.079061705357583,0,0,1,train
2023-03-23,anekal_apmc,garlic,9875.28,61.33,4.132442850820759,0,0,1,train
2023-03-24,anekal_apmc,garlic,11078.33,54.52,4.016743316198549,0,0,1,train
2023-03-25,anekal_apmc,garlic,10165.27,58.48,4.085640121591954,0,0,1,train
2023-03-26,anekal_apmc,garlic,10207.14,61.82,4.140273494110501,0,0,1,train
2023-03-27,anekal_apmc,garlic,10718.33,58.14,4.079907514424331,0,0,1,train
2023-03-28,anekal_apmc,garlic,10237.21,53.72,4.002229273314295,0,0,1,train
2023-03-29,anekal_apmc,garlic,10493.94,58.2,4.0809215418899605,0,0,1,train
2023-03-30,anekal_apmc,garlic,10868.48,51.94,3.9691591967989552,0,0,1,train
2023-03-31,anekal_apmc,garlic,10536.25,61.14,4.129389903964901,0,0,1,train
2023-04-01,anekal_apmc,garlic,10637.57,56.64,4.054216771131322,0,0,1,train
2023-04-02,anekal_apmc,garlic,10096.31,61.47,4.134686441505479,0,0,1,train
2023-04-03,anekal_apmc,garlic,10487.61,55.43,4.033000931981049,0,0,1,train
2023-04-04,anekal_apmc,garlic,9788.21,66.85,4.217299386280878,0,0,1,train
2023-04-05,anekal_apmc,garlic,9487.6,54.65,4.019082077721554,0,0,1,train
2023-04-06,anekal_apmc,garlic,10082.2,62.67,4.153713494028934,0,0,1,train
2023-04-07,anekal_apmc,garlic,9498.14,63.21,4.162158961805957,0,0,1,train
2023-04-08,anekal_apmc,garlic,10718.62,56.05,4.0439280763080845,0,0,1,train
2023-04-09,anekal_apmc,garlic,10094.59,66.91,4.2181832991257,0,0,1,train
2023-04-10,anekal_apmc,garlic,10574.3,51.35,3.9579519373165457,0,0,1,train
2023-04-11,anekal_apmc,garlic,10745.12,66.15,4.206928922969246,0,0,1,train
2023-04-12,anekal_apmc,garlic,10102.85,61.3,4.131961425793407,0,0,1,train
2023-04-13,anekal_apmc,garlic,9921.92,59.14,4.096675177560383,0,0,1,train
2023-04-14,anekal_apmc,garlic,9943.48,59.27,4.098834467494953,0,0,1,train
2023-04-15,anekal_apmc,garlic,,,0.0,1,0,0,train
2023-04-16,anekal_apmc,garlic,9539.6,76.83,4.354526960971297,0,0,1,train
2023-04-17,anekal_apmc,garlic,10575.86,64.23,4.177919485808005,0,0,1,train
2023-04-18,anekal_apmc,garlic,10722.79,54.66,4.019261756097745,0,0,1,train
2023-04-19,anekal_apmc,garlic,10174.7,58.09,4.079061705357583,0,0,1,train
2023-04-20,anekal_apmc,garlic,10567.57,57.56,4.0700518696530565,0,0,1,train
2023-04-21,anekal_apmc,garlic,10359.52,71.53,4.284000269375321,0,0,1,train
2023-04-22,anekal_apmc,garlic,10877.69,57.92,4.076180591594429,0,0,1,train
2023-04-23,anekal_apmc,garlic,10160.44,57.86,4.075161742805327,0,0,1,train
2023-04-24,anekal_apmc,garlic,11198.33,59.54,4.103304303593573,0,0,1,train
2023-04-25,anekal_apmc,garlic,10179.17,56.68,4.054910492976694,0,0,1,train
2023-04-26,anekal_apmc,garlic,9601.96,51.41,3.959097412814075,0,0,1,train
2023-04-27,anekal_apmc,garlic,10159.24,59.21,4.097838451476356,0,0,1,train
2023-04-28,anekal_apmc,garlic,10760.95,48.67,3.905401129119259,0,0,1,train
2023-04-29,anekal_apmc,garlic,11115.41,44.51,3.8179320820285505,0,0,1,train
2023-04-30,anekal_apmc,garlic,10224.15,60.61,4.120824195026479,0,0,1,train
2023-05-01,anekal_apmc,garlic,8948.84,60.13,4.113002744040634,0,0,1,train
2023-05-02,anekal_apmc,garlic,9540.46,58.93,4.093177214470094,0,0,1,train
2023-05-03,anekal_apmc,garlic,10063.18,52.65,3.9824814690767076,0,0,1,train
2023-05-04,anekal_apmc,garlic,8637.31,72.1,4.291828366755733,0,0,1,train
2023-05-05,anekal_apmc,garlic,8716.46,66.55,4.212868064406208,0,0,1,train
2023-05-06,anekal_apmc,garlic,8742.93,64.61,4.1837281233567865,0,0,1,train
2023-05-07,anekal_apmc,garlic,8869.52,65.29,4.1940390562533,0,0,1,train
2023-05-08,anekal_apmc,garlic,8443.73,71.94,4.289637185380534,0,0,1,train
2023-05-09,anekal_apmc,garlic,9519.39,53.06,3.9900945408483017,0,0,1,train
2023-05-10,anekal_apmc,garlic,8231.86,63.82,4.171614197713401,0,0,1,train
2023-05-11,anekal_apmc,garlic,9282.88,62.1,4.144720769547168,0,0,1,train
2023-05-12,anekal_apmc,garlic,8731.89,68.65,4.243482700225814,0,0,1,train
2023-05-13,anekal_apmc,garlic,,,0.0,1,0,0,train
2023-05-14,anekal_apmc,garlic,9571.35,63.73,4.170224772557419,0,0,1,train
2023-05-15,anekal_apmc,garlic,9454.9,68.06,4.234975691961846,0,0,1,train
2023-05-16,anekal_apmc,garlic,8842.55,62.39,4.149306120296075,0,0,1,train
2023-05-17,anekal_apmc,garlic,9110.81,66.09,4.206035001574797,0,0,1,train
2023-05-18,anekal_apmc,garlic,8872.05,68.57,4.24233343993555,0,0,1,train
2023-05-19,anekal_apmc,garlic,9380.38,63.77,4.170842533194826,0,0,1,train
2023-05-20,anekal_apmc,garlic,9137.33,55.58,4.035655565873421,0,0,1,train
2023-05-21,anekal_apmc,garlic,9731.99,63.98,4.174079530240954,0,0,1,train
2023-05-22,anekal_apmc,garlic,8653.6,58.56,4.086984207815808,0,0,1,train
2023-05-23,anekal_apmc,garlic,8893.5,65.07,4.190714786041794,0,0,1,train
2023-05-24,anekal_apmc,garlic,9413.08,65.85,4.202451303547952,0,0,1,train
2023-05-25,anekal_apmc,garlic,9502.85,63.9,4.1728476237100445,0,0,1,train
2023-05-26,anekal_apmc,garlic,8992.75,63.49,4.166510173022286,0,0,1,train
2023-05-27,anekal_apmc,garlic,9703.03,55.63,4.036538880125714,0,0,1,train
2023-05-28,anekal_apmc,garlic,9570.76,60.65,4.121473229610353,0,0,1,train
2023-05-29,anekal_apmc,garlic,8974.29,69.63,4.257454983420831,0,0,1,train
2023-05-30,anekal_apmc,garlic,9234.12,68.99,4.248352374701448,0,0,1,train
2023-05-31,anekal_apmc,garlic,9529.16,65.32,4.1944915108270395,0,0,1,train
2023-06-01,anekal_apmc,garlic,7936.4,77.38,4.361568792771485,0,0,1,train
2023-06-02,anekal_apmc,garlic,8053.42,67.05,4.220242729097475,0,0,1,train
2023-06-03,anekal_apmc,garlic,,,0.0,1,0,0,train
2023-06-04,anekal_apmc,garlic,,,0.0,1,0,0,train
2023-06-05,anekal_apmc,garlic,8127.39,66.59,4.213460043112263,0,0,1,train
2023-06-06,anekal_apmc,garlic,8292.71,66.38,4.2103482379784065,0,0,1,train
2023-06-07,anekal_apmc,garlic,7616.4,62.3,4.147885329150131,0,0,1,train
2023-06-08,anekal_apmc,garlic,8218.53,70.51,4.2698373000603045,0,0,1,train
2023-06-09,anekal_apmc,garlic,8285.14,64.49,4.181897459229962,0,0,1,train
2023-06-10,anekal_apmc,garlic,,,0.0,1,0,0,train
2023-06-11,anekal_apmc,garlic,8072.91,69.13,4.250350662548819,0,0,1,train
2023-06-12,anekal_apmc,garlic,7533.65,73.74,4.314015424057338,0,0,1,train
2023-06-13,anekal_apmc,garlic,7947.72,68.03,4.234541192715384,0,0,1,train
2023-06-14,anekal_apmc,garlic,8869.72,64.81,4.186771802468027,0,0,1,train
2023-06-15,anekal_apmc,garlic,8022.6,68.52,4.241614480957137,0,0,1,train
2023-06-16,anekal_apmc,garlic,8164.88,70.31,4.267036570040212,0,0,1,train
2023-06-17,anekal_apmc,garlic,8452.66,62.82,4.156066620850098,0,0,1,train
2023-06-18,anekal_apmc,garlic,8338.34,69.79,4.259717747786098,0,0,1,train
2023-06-19,anekal_apmc,garlic,8197.51,67.98,4.233816607508695,0,0,1,train
2023-06-20,anekal_apmc,garlic,7641.94,75.46,4.336767728268267,0,0,1,train
2023-06-21,anekal_apmc,garlic,7734.24,71.47,4.28317268312119,0,0,1,train
2023-06-22,anekal_apmc,garlic,7775.63,75.47,4.336898507056134,0,0,1,train
2023-06-23,anekal_apmc,garlic,7859.57,81.15,4.408546844483277,0,0,1,train
2023-06-24,anekal_apmc,garlic,8170.4,66.76,4.215972050343799,0,0,1,train
2023-06-25,anekal_apmc,garlic,,,0.0,1,0,0,train
2023-06-26,anekal_apmc,garlic,8077.65,68.14,4.236133434493478,0,0,1,train
2023-06-27,anekal_apmc,garlic,8359.2,66.93,4.218477763203211,0,0,1,train
2023-06-28,anekal_apmc,garlic,7781.75,72.74,4.300545392805998,0,0,1,train
2023-06-29,anekal_apmc,garlic,7926.84,67.42,4.225665179549459,0,0,1,train
2023-06-30,anekal_apmc,garlic,7978.71,68.9,4.247065649239764,0,0,1,train
2023-07-01,anekal_apmc,garlic,6288.18,83.94,4.441945124885125,0,0,1,train
2023-07-02,anekal_apmc,garlic,6413.73,83.29,4.434263234009391,0,0,1,train
2023-07-03,anekal_apmc,garlic,6680.04,87.34,4.481193006168381,0,0,1,train
2023-07-04,anekal_apmc,garlic,,,0.0,1,0,0,train
2023-07-05,anekal_apmc,garlic,7062.79,77.0,4.356708826689592,0,0,1,train
2023-07-06,anekal_apmc,garlic,6328.59,84.94,4.453649378346849,0,0,1,train
2023-07-07,anekal_apmc,garlic,6782.22,80.87,4.405132623388357,0,0,1,train
2023-07-08,anekal_apmc,garlic,,,0.0,1,0,0,train
2023-07-09,anekal_apmc,garlic,,,0.0,1,0,0,train
2023-07-10,anekal_apmc,garlic,6642.19,78.83,4.379899373657707,0,0,1,train
2023-07-11,anekal_apmc,garlic,6778.55,76.65,4.3522115495946965,0,0,1,train
2023-07-12,anekal_apmc,garlic,6842.88,74.99,4.330601752681694,0,0,1,train
2023-07-13,anekal_apmc,garlic,6321.1,92.66,4.539671203755396,0,0,1,train
2023-07-14,anekal_apmc,garlic,7738.48,61.01,4.127295662361787,0,0,1,train
2023-07-15,anekal_apmc,garlic,6730.78,80.0,4.394449154672439,0,0,1,train
2023-07-16,anekal_apmc,garlic,6854.1,77.59,4.364244464878084,0,0,1,train
2023-07-17,anekal_apmc,garlic,6703.36,75.27,4.3342796761761475,0,0,1,train
